Date,State Name,county Name,State Code,County Code,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
2016-03-15,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,16
2016-03-16,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-5005,16
2016-03-17,California,Los Angeles,6,37,100,Moderate,Ozone,06-037-9033,16
2016-03-18,California,Los Angeles,6,37,87,Moderate,PM2.5,06-037-1103,16
2016-03-19,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2016-03-20,California,Los Angeles,6,37,113,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,16
2016-03-21,California,Los Angeles,6,37,81,Moderate,PM2.5,06-037-1103,16
2016-03-22,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-4008,16
2016-03-23,California,Los Angeles,6,37,51,Moderate,PM2.5,06-037-4008,15
2016-03-24,California,Los Angeles,6,37,61,Moderate,PM2.5,06-037-4008,16
2016-03-25,California,Los Angeles,6,37,58,Moderate,Ozone,06-037-1701,17
2016-03-26,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-0016,16
2016-03-27,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-03-28,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-4008,17
2016-03-29,California,Los Angeles,6,37,45,Good,PM2.5,06-037-1201,16
2016-03-30,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-1201,16
2016-03-31,California,Los Angeles,6,37,50,Good,PM2.5,06-037-1103,17
2016-04-01,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1201,16
2016-04-02,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-0002,16
2016-04-03,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-0002,17
2016-04-04,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-1201,16
2016-04-05,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
2016-04-06,California,Los Angeles,6,37,74,Moderate,Ozone,06-037-6012,17
2016-04-07,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-1201,16
2016-04-08,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-0016,15
2016-04-09,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,17
2016-04-10,California,Los Angeles,6,37,49,Good,PM2.5,06-037-1201,16
2016-04-11,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,16
2016-04-12,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,17
2016-04-13,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,16
2016-04-14,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-9033,16
2016-04-15,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-4008,17
2016-04-16,California,Los Angeles,6,37,61,Moderate,Ozone,06-037-0016,16
2016-04-17,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-0002,16
2016-04-18,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2016-04-19,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2016-04-20,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2016-04-21,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-04-22,California,Los Angeles,6,37,50,Good,Ozone,06-037-9033,15
2016-04-23,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-9033,16
2016-04-24,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-6012,17
2016-04-25,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-4008,16
2016-04-26,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-0113,15
2016-04-27,California,Los Angeles,6,37,65,Moderate,PM2.5,06-037-1201,16
2016-04-28,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-4008,16
2016-04-29,California,Los Angeles,6,37,58,Moderate,Ozone,06-037-9033,16
2016-04-30,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-1201,17
2016-05-01,California,Los Angeles,6,37,80,Moderate,Ozone,06-037-6012,16
2016-05-02,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-6012,16
2016-05-03,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-9033,17
2016-05-04,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-9033,16
2016-05-05,California,Los Angeles,6,37,42,Good,PM2.5,06-037-0016,16
2016-05-06,California,Los Angeles,6,37,44,Good,Ozone,06-037-9033,17
2016-05-07,California,Los Angeles,6,37,46,Good,Ozone,06-037-9033,16
2016-05-08,California,Los Angeles,6,37,44,Good,Ozone,06-037-9033,16
2016-05-09,California,Los Angeles,6,37,50,Good,Ozone,06-037-9033,17
2016-05-10,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-9033,16
2016-05-11,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-05-12,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2016-05-13,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-05-14,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-9033,16
2016-05-15,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-1201,17
2016-05-16,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,16
2016-05-17,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-6012,16
2016-05-18,California,Los Angeles,6,37,63,Moderate,PM2.5,06-037-1201,17
2016-05-19,California,Los Angeles,6,37,74,Moderate,Ozone,06-037-9033,16
2016-05-20,California,Los Angeles,6,37,54,Moderate,Ozone,06-037-9033,16
2016-05-21,California,Los Angeles,6,37,48,Good,Ozone,06-037-9033,17
2016-05-22,California,Los Angeles,6,37,48,Good,Ozone,06-037-9033,16
2016-05-23,California,Los Angeles,6,37,49,Good,Ozone,06-037-9033,16
2016-05-24,California,Los Angeles,6,37,47,Good,PM2.5,06-037-1201,16
2016-05-25,California,Los Angeles,6,37,42,Good,Ozone,06-037-9033,15
2016-05-26,California,Los Angeles,6,37,53,Moderate,PM2.5,06-037-1201,15
2016-05-27,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-9033,17
2016-05-28,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-05-29,California,Los Angeles,6,37,90,Moderate,Ozone,06-037-9033,16
2016-05-30,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-05-31,California,Los Angeles,6,37,100,Moderate,Ozone,06-037-9033,15
2016-06-01,California,Los Angeles,6,37,100,Moderate,Ozone,06-037-6012,15
2016-06-02,California,Los Angeles,6,37,190,Unhealthy,Ozone,06-037-6012,17
2016-06-03,California,Los Angeles,6,37,166,Unhealthy,Ozone,06-037-6012,16
2016-06-04,California,Los Angeles,6,37,209,Very Unhealthy,Ozone,06-037-0016,15
2016-06-05,California,Los Angeles,6,37,140,Unhealthy for Sensitive Groups,Ozone,06-037-6012,17
2016-06-06,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-06-07,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-9033,16
2016-06-08,California,Los Angeles,6,37,164,Unhealthy,Ozone,06-037-6012,17
2016-06-09,California,Los Angeles,6,37,133,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-06-10,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2016-06-11,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-9033,17
2016-06-12,California,Los Angeles,6,37,49,Good,Ozone,06-037-9033,16
2016-06-13,California,Los Angeles,6,37,61,Moderate,Ozone,06-037-9033,16
2016-06-14,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-9033,17
2016-06-15,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-9033,16
2016-06-16,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-9033,16
2016-06-17,California,Los Angeles,6,37,169,Unhealthy,Ozone,06-037-6012,17
2016-06-18,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-0002,16
2016-06-19,California,Los Angeles,6,37,143,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2016-06-20,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-0016,17
2016-06-21,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-06-22,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-06-23,California,Los Angeles,6,37,151,Unhealthy,Ozone,06-037-6012,17
2016-06-24,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2016-06-25,California,Los Angeles,6,37,187,Unhealthy,Ozone,06-037-6012,16
2016-06-26,California,Los Angeles,6,37,195,Unhealthy,Ozone,06-037-0016,17
2016-06-27,California,Los Angeles,6,37,177,Unhealthy,Ozone,06-037-6012,16
2016-06-28,California,Los Angeles,6,37,133,Unhealthy for Sensitive Groups,Ozone,06-037-0016,14
2016-06-29,California,Los Angeles,6,37,210,Very Unhealthy,Ozone,06-037-6012,16
2016-06-30,California,Los Angeles,6,37,166,Unhealthy,Ozone,06-037-6012,16
2016-07-01,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2016-07-02,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2016-07-03,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-0016,16
2016-07-04,California,Los Angeles,6,37,90,Moderate,Ozone,06-037-9033,16
2016-07-05,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2016-07-06,California,Los Angeles,6,37,136,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-07-07,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-07-08,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-6012,17
2016-07-09,California,Los Angeles,6,37,133,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2016-07-10,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-0016,16
2016-07-11,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2016-07-12,California,Los Angeles,6,37,133,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2016-07-13,California,Los Angeles,6,37,156,Unhealthy,Ozone,06-037-6012,15
2016-07-14,California,Los Angeles,6,37,156,Unhealthy,Ozone,06-037-0016,17
2016-07-15,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-6012,15
2016-07-16,California,Los Angeles,6,37,143,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-07-17,California,Los Angeles,6,37,133,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2016-07-18,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2016-07-19,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2016-07-20,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-0016,17
2016-07-21,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2016-07-22,California,Los Angeles,6,37,169,Unhealthy,Ozone,06-037-0016,16
2016-07-23,California,Los Angeles,6,37,201,Very Unhealthy,PM2.5,06-037-9034,17
2016-07-24,California,Los Angeles,6,37,156,Unhealthy,PM2.5,06-037-9033,16
2016-07-25,California,Los Angeles,6,37,134,Unhealthy for Sensitive Groups,PM2.5,06-037-9033,16
2016-07-26,California,Los Angeles,6,37,133,Unhealthy for Sensitive Groups,Ozone,06-037-6012,17
2016-07-27,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-07-28,California,Los Angeles,6,37,172,Unhealthy,Ozone,06-037-6012,15
2016-07-29,California,Los Angeles,6,37,206,Very Unhealthy,Ozone,06-037-6012,16
2016-07-30,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-07-31,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-08-01,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2016-08-02,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2016-08-03,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-08-04,California,Los Angeles,6,37,147,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-08-05,California,Los Angeles,6,37,136,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2016-08-06,California,Los Angeles,6,37,140,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2016-08-07,California,Los Angeles,6,37,136,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2016-08-08,California,Los Angeles,6,37,156,Unhealthy,Ozone,06-037-6012,15
2016-08-09,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-6012,15
2016-08-10,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2016-08-11,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-08-12,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-1201,16
2016-08-13,California,Los Angeles,6,37,136,Unhealthy for Sensitive Groups,Ozone,06-037-0016,17
2016-08-14,California,Los Angeles,6,37,172,Unhealthy,Ozone,06-037-0016,16
2016-08-15,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-1701,16
2016-08-16,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-6012,17
2016-08-17,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2016-08-18,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-0016,16
2016-08-19,California,Los Angeles,6,37,100,Moderate,Ozone,06-037-6012,16
2016-08-20,California,Los Angeles,6,37,71,Moderate,PM2.5,06-037-1201,16
2016-08-21,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-0016,16
2016-08-22,California,Los Angeles,6,37,77,Moderate,PM2.5,06-037-1201,17
2016-08-23,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-08-24,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2016-08-25,California,Los Angeles,6,37,140,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2016-08-26,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-9033,16
2016-08-27,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2016-08-28,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-0016,17
2016-08-29,California,Los Angeles,6,37,161,Unhealthy,Ozone,06-037-0016,16
2016-08-30,California,Los Angeles,6,37,187,Unhealthy,Ozone,06-037-0016,16
2016-08-31,California,Los Angeles,6,37,151,Unhealthy,Ozone,06-037-0016,17
2016-09-01,California,Los Angeles,6,37,80,Moderate,Ozone,06-037-9033,16
2016-09-02,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-6012,16
2016-09-03,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-9033,17
2016-09-04,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1201,16
2016-09-05,California,Los Angeles,6,37,70,Moderate,PM2.5,06-037-1201,16
2016-09-06,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-6012,17
2016-09-07,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2016-09-08,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-6012,16
2016-09-09,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-9033,17
2016-09-10,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2016-09-11,California,Los Angeles,6,37,69,Moderate,PM2.5,06-037-1201,16
2016-09-12,California,Los Angeles,6,37,74,Moderate,PM2.5,06-037-1201,17
2016-09-13,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-1201,15
2016-09-14,California,Los Angeles,6,37,74,Moderate,Ozone,06-037-9033,15
2016-09-15,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-6012,16
2016-09-16,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-6012,15
2016-09-17,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2016-09-18,California,Los Angeles,6,37,147,Unhealthy for Sensitive Groups,Ozone,06-037-0016,17
2016-09-19,California,Los Angeles,6,37,73,Moderate,PM2.5,06-037-1201,16
2016-09-20,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-9033,16
2016-09-21,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-9033,16
2016-09-22,California,Los Angeles,6,37,77,Moderate,PM10,06-037-9033,16
2016-09-23,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-4008,15
2016-09-24,California,Los Angeles,6,37,80,Moderate,Ozone,06-037-0113,17
2016-09-25,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2016-09-26,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-5005,16
2016-09-27,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-1201,17
2016-09-28,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-6012,16
2016-09-29,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-9033,16
2016-09-30,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-1201,16
2016-10-01,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-4008,15
2016-10-02,California,Los Angeles,6,37,74,Moderate,Ozone,06-037-9033,15
2016-10-03,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-4008,16
2016-10-04,California,Los Angeles,6,37,60,Moderate,PM2.5,06-037-1201,15
2016-10-05,California,Los Angeles,6,37,61,Moderate,Ozone,06-037-6012,15
2016-10-06,California,Los Angeles,6,37,80,Moderate,Ozone,06-037-0016,17
2016-10-07,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-1201,16
2016-10-08,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2016-10-09,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-0016,17
2016-10-10,California,Los Angeles,6,37,63,Moderate,NO2,06-037-4008,16
2016-10-11,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1201,16
2016-10-12,California,Los Angeles,6,37,73,Moderate,PM2.5,06-037-1201,16
2016-10-13,California,Los Angeles,6,37,76,Moderate,PM2.5,06-037-1201,15
2016-10-14,California,Los Angeles,6,37,82,Moderate,PM2.5,06-037-1103,16
2016-10-15,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-1201,17
2016-10-16,California,Los Angeles,6,37,53,Moderate,PM10,06-037-9033,16
2016-10-17,California,Los Angeles,6,37,50,Good,PM2.5,06-037-1201,16
2016-10-18,California,Los Angeles,6,37,62,Moderate,NO2,06-037-4008,17
2016-10-19,California,Los Angeles,6,37,81,Moderate,NO2,06-037-4008,16
2016-10-20,California,Los Angeles,6,37,71,Moderate,NO2,06-037-4008,15
2016-10-21,California,Los Angeles,6,37,70,Moderate,NO2,06-037-4008,17
2016-10-22,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-9033,16
2016-10-23,California,Los Angeles,6,37,63,Moderate,PM2.5,06-037-1201,16
2016-10-24,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-1201,16
2016-10-25,California,Los Angeles,6,37,60,Moderate,PM2.5,06-037-1201,16
2016-10-26,California,Los Angeles,6,37,61,Moderate,PM2.5,06-037-1201,16
2016-10-27,California,Los Angeles,6,37,66,Moderate,NO2,06-037-4008,17
2016-10-28,California,Los Angeles,6,37,48,Good,PM2.5,06-037-1201,16
2016-10-29,California,Los Angeles,6,37,51,Moderate,PM2.5,06-037-1201,16
2016-10-30,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-4008,17
2016-10-31,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-1201,15
2016-11-01,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,16
2016-11-02,California,Los Angeles,6,37,66,Moderate,NO2,06-037-4008,16
2016-11-03,California,Los Angeles,6,37,80,Moderate,NO2,06-037-4008,16
2016-11-04,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-4008,16
2016-11-05,California,Los Angeles,6,37,77,Moderate,PM2.5,06-037-1103,17
2016-11-06,California,Los Angeles,6,37,81,Moderate,PM2.5,06-037-1103,16
2016-11-07,California,Los Angeles,6,37,82,Moderate,PM2.5,06-037-1103,16
2016-11-08,California,Los Angeles,6,37,95,Moderate,NO2,06-037-4008,17
2016-11-09,California,Los Angeles,6,37,65,Moderate,NO2,06-037-4008,16
2016-11-10,California,Los Angeles,6,37,72,Moderate,NO2,06-037-4008,16
2016-11-11,California,Los Angeles,6,37,68,Moderate,NO2,06-037-4008,17
2016-11-12,California,Los Angeles,6,37,66,Moderate,PM2.5,06-037-4008,16
2016-11-13,California,Los Angeles,6,37,74,Moderate,Ozone,06-037-1201,16
2016-11-14,California,Los Angeles,6,37,73,Moderate,NO2,06-037-4008,17
2016-11-15,California,Los Angeles,6,37,86,Moderate,PM2.5,06-037-4008,16
2016-11-16,California,Los Angeles,6,37,75,Moderate,PM2.5,06-037-1103,16
2016-11-17,California,Los Angeles,6,37,74,Moderate,NO2,06-037-4008,16
2016-11-18,California,Los Angeles,6,37,54,Moderate,NO2,06-037-4008,15
2016-11-19,California,Los Angeles,6,37,69,Moderate,PM2.5,06-037-1201,16
2016-11-20,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-4008,16
2016-11-21,California,Los Angeles,6,37,51,Moderate,PM2.5,06-037-4008,16
2016-11-22,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-4008,16
2016-11-23,California,Los Angeles,6,37,71,Moderate,PM2.5,06-037-4008,16
2016-11-24,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-4004,16
2016-11-25,California,Los Angeles,6,37,80,Moderate,PM2.5,06-037-1201,16
2016-11-26,California,Los Angeles,6,37,87,Moderate,PM2.5,06-037-4008,16
2016-11-27,California,Los Angeles,6,37,49,Good,PM2.5,06-037-1103,16
2016-11-28,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-4008,16
2016-11-29,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-4008,16
2016-11-30,California,Los Angeles,6,37,58,Moderate,PM2.5,06-037-4008,16
2016-12-01,California,Los Angeles,6,37,69,Moderate,PM2.5,06-037-4008,16
2016-12-02,California,Los Angeles,6,37,65,Moderate,PM2.5,06-037-4008,17
2016-12-03,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-4008,16
2016-12-04,California,Los Angeles,6,37,89,Moderate,PM2.5,06-037-4008,16
2016-12-05,California,Los Angeles,6,37,81,Moderate,PM2.5,06-037-1302,17
2016-12-06,California,Los Angeles,6,37,66,Moderate,PM2.5,06-037-6012,15
2016-12-07,California,Los Angeles,6,37,74,Moderate,PM2.5,06-037-1201,16
2016-12-08,California,Los Angeles,6,37,71,Moderate,PM2.5,06-037-4008,17
2016-12-09,California,Los Angeles,6,37,78,Moderate,PM2.5,06-037-0016,16
2016-12-10,California,Los Angeles,6,37,116,Unhealthy for Sensitive Groups,PM2.5,06-037-1201,16
2016-12-11,California,Los Angeles,6,37,97,Moderate,PM2.5,06-037-6012,17
2016-12-12,California,Los Angeles,6,37,83,Moderate,PM2.5,06-037-1201,16
2016-12-13,California,Los Angeles,6,37,95,Moderate,PM2.5,06-037-0016,16
2016-12-14,California,Los Angeles,6,37,135,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,17
2016-12-15,California,Los Angeles,6,37,106,Unhealthy for Sensitive Groups,PM2.5,06-037-1201,16
2016-12-16,California,Los Angeles,6,37,39,Good,Ozone,06-037-5005,16
2016-12-17,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-1201,17
2016-12-18,California,Los Angeles,6,37,60,Moderate,PM2.5,06-037-4008,16
2016-12-19,California,Los Angeles,6,37,70,Moderate,NO2,06-037-4008,16
2016-12-20,California,Los Angeles,6,37,77,Moderate,NO2,06-037-4008,17
2016-12-21,California,Los Angeles,6,37,63,Moderate,NO2,06-037-4008,16
2016-12-22,California,Los Angeles,6,37,48,Good,PM2.5,06-037-1201,16
2016-12-23,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-1201,17
2016-12-24,California,Los Angeles,6,37,45,Good,PM2.5,06-037-1201,16
2016-12-25,California,Los Angeles,6,37,75,Moderate,PM2.5,06-037-1201,15
2016-12-26,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1302,17
2016-12-27,California,Los Angeles,6,37,50,Good,NO2,06-037-4008,16
2016-12-28,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-4004,16
2016-12-29,California,Los Angeles,6,37,60,Moderate,NO2,06-037-4008,17
2016-12-30,California,Los Angeles,6,37,50,Good,PM2.5,06-037-1201,16
2016-12-31,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-1201,11
2017-01-01,California,Los Angeles,6,37,145,Unhealthy for Sensitive Groups,PM2.5,06-037-1302,17
2017-01-02,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,16
2017-01-03,California,Los Angeles,6,37,66,Moderate,PM2.5,06-037-4008,16
2017-01-04,California,Los Angeles,6,37,72,Moderate,PM2.5,06-037-1201,16
2017-01-05,California,Los Angeles,6,37,43,Good,PM2.5,06-037-1201,16
2017-01-06,California,Los Angeles,6,37,49,Good,PM2.5,06-037-1201,15
2017-01-07,California,Los Angeles,6,37,70,Moderate,PM2.5,06-037-1201,17
2017-01-08,California,Los Angeles,6,37,82,Moderate,PM2.5,06-037-4008,15
2017-01-09,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-1201,15
2017-01-10,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-1201,16
2017-01-11,California,Los Angeles,6,37,53,Moderate,PM2.5,06-037-1103,16
2017-01-12,California,Los Angeles,6,37,48,Good,PM2.5,06-037-1201,16
2017-01-13,California,Los Angeles,6,37,60,Moderate,PM2.5,06-037-4008,17
2017-01-14,California,Los Angeles,6,37,72,Moderate,PM2.5,06-037-4008,16
2017-01-15,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-1201,16
2017-01-16,California,Los Angeles,6,37,72,Moderate,PM2.5,06-037-1201,17
2017-01-17,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-4008,16
2017-01-18,California,Los Angeles,6,37,69,Moderate,PM2.5,06-037-4008,16
2017-01-19,California,Los Angeles,6,37,53,Moderate,PM2.5,06-037-1201,17
2017-01-20,California,Los Angeles,6,37,41,Good,Ozone,06-037-1201,15
2017-01-21,California,Los Angeles,6,37,44,Good,PM2.5,06-037-1201,16
2017-01-22,California,Los Angeles,6,37,51,Moderate,PM2.5,06-037-1201,17
2017-01-23,California,Los Angeles,6,37,55,Moderate,NO2,06-037-4008,16
2017-01-24,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-4004,15
2017-01-25,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-4008,16
