Date,AQI
2015-04-10,36.2
2015-04-11,35.2
2015-04-12,40.0
2015-04-13,45.0
2015-04-14,39.2
2015-04-15,38.4
2015-04-16,36.4
2015-04-17,39.0
2015-04-18,55.6
2015-04-19,32.2
2015-04-20,30.8
2015-04-21,43.0
2015-04-22,42.0
2015-04-23,26.6
2015-04-24,30.4
2015-04-25,33.2
2015-04-26,33.0
2015-04-27,27.6
2015-04-28,36.4
2015-04-29,39.2
2015-04-30,31.6
2015-05-01,28.0
2015-05-02,34.0
2015-05-03,44.8
2015-05-04,66.2
2015-05-05,75.6
2015-05-06,43.2
2015-05-07,53.0
2015-05-08,60.8
2015-05-09,57.0
2015-05-10,45.0
2015-05-11,69.2
2015-05-12,54.4
2015-05-13,25.2
2015-05-14,39.8
2015-05-15,50.6
2015-05-16,51.2
2015-05-17,71.6
2015-05-18,55.8
2015-05-19,51.2
2015-05-20,25.4
2015-05-21,31.0
2015-05-22,40.6
2015-05-23,36.8
2015-05-24,66.4
2015-05-25,59.4
2015-05-26,50.2
2015-05-27,44.4
2015-05-28,49.4
2015-05-29,36.2
2015-05-30,29.2
2015-05-31,29.6
2015-06-01,17.4
2015-06-02,15.8
2015-06-03,23.0
2015-06-04,24.4
2015-06-05,37.4
2015-06-06,37.2
2015-06-07,32.6
2015-06-08,37.2
2015-06-09,48.8
2015-06-10,57.8
2015-06-11,114.0
2015-06-12,69.0
2015-06-13,39.0
2015-06-14,89.8
2015-06-15,35.4
2015-06-16,41.0
2015-06-17,33.4
2015-06-18,27.8
2015-06-19,39.6
2015-06-20,35.4
2015-06-21,30.8
2015-06-22,51.4
2015-06-23,62.4
2015-06-24,31.2
2015-06-25,38.0
2015-06-26,51.2
2015-06-27,26.6
2015-06-28,22.6
2015-06-29,28.0
2015-06-30,39.0
2015-07-01,72.6
2015-07-02,51.0
2015-07-03,55.0
2015-07-04,46.4
2015-07-05,63.6
2015-07-06,43.6
2015-07-07,51.6
2015-07-08,63.8
2015-07-09,51.6
