Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID
County,2019-08-27,6.0,CA,6037.0,Los Angeles County,1710635.0,8363995.0,48290308.0,11486584.0,14503723.0,6628136.0,6981025.0,6328465.0,1855671.0,348500.0,73250.0,24564.0,60390.0,06-06037-20190827
County,2019-08-28,6.0,CA,6037.0,Los Angeles County,1750407.0,8324223.0,50943110.0,12249183.0,15708868.0,6878439.0,7059576.0,6590617.0,1956565.0,361899.0,73049.0,22375.0,42539.0,06-06037-20190828
County,2019-08-29,6.0,CA,6037.0,Los Angeles County,1772666.0,8301964.0,47612953.0,11242444.0,13827127.0,6692921.0,7066782.0,6408917.0,1829042.0,352859.0,88968.0,32274.0,71619.0,06-06037-20190829
County,2019-08-30,6.0,CA,6037.0,Los Angeles County,1705669.0,8368961.0,50275503.0,12141328.0,14669397.0,6840833.0,7334588.0,6714867.0,1950188.0,415847.0,125726.0,29579.0,53150.0,06-06037-20190830
County,2019-08-31,6.0,CA,6037.0,Los Angeles County,1886769.0,8187861.0,50889930.0,12958365.0,14670192.0,6597723.0,7232885.0,6599977.0,2072857.0,522466.0,158447.0,31820.0,45198.0,06-06037-20190831
County,2019-09-01,6.0,CA,6037.0,Los Angeles County,1937258.0,8137372.0,45549405.0,11169617.0,12373191.0,5873809.0,7012234.0,6248514.0,1985116.0,577621.0,208557.0,43152.0,57594.0,06-06037-20190901
County,2019-09-02,6.0,CA,6037.0,Los Angeles County,2011789.0,8062841.0,42984086.0,10752201.0,11947006.0,5317999.0,6376308.0,5755795.0,1878440.0,577839.0,256441.0,55976.0,66081.0,06-06037-20190902
County,2019-09-03,6.0,CA,6037.0,Los Angeles County,1795575.0,8279055.0,43417693.0,10727623.0,11493584.0,5549101.0,6951551.0,6335749.0,1762979.0,373936.0,110528.0,36356.0,76286.0,06-06037-20190903
County,2019-09-04,6.0,CA,6037.0,Los Angeles County,1815971.0,8258659.0,45312858.0,11415815.0,11935734.0,5754066.0,7258930.0,6595470.0,1802652.0,358986.0,105816.0,28570.0,56819.0,06-06037-20190904
County,2019-09-05,6.0,CA,6037.0,Los Angeles County,1815515.0,8259115.0,43266446.0,10509965.0,11155193.0,5630732.0,7251409.0,6366478.0,1736897.0,370061.0,116161.0,35251.0,94299.0,06-06037-20190905
County,2019-09-06,6.0,CA,6037.0,Los Angeles County,1804636.0,8269994.0,45615162.0,11541249.0,11741171.0,5706625.0,7428586.0,6684949.0,1829559.0,419704.0,153009.0,38327.0,71983.0,06-06037-20190906
County,2019-09-07,6.0,CA,6037.0,Los Angeles County,1952464.0,8122166.0,44939098.0,11426131.0,11479727.0,5525173.0,7262612.0,6546111.0,1915045.0,481547.0,176797.0,43382.0,82573.0,06-06037-20190907
County,2019-09-08,6.0,CA,6037.0,Los Angeles County,2037658.0,8036972.0,43893603.0,10940759.0,11431593.0,5524477.0,7104268.0,6208643.0,1830927.0,525161.0,197601.0,46649.0,83525.0,06-06037-20190908
County,2019-09-09,6.0,CA,6037.0,Los Angeles County,1808623.0,8266007.0,45373852.0,11487413.0,11883883.0,5745919.0,7113578.0,6636110.0,1857462.0,407259.0,127485.0,35030.0,79713.0,06-06037-20190909
County,2019-09-10,6.0,CA,6037.0,Los Angeles County,1799013.0,8275617.0,48921319.0,12833238.0,12893368.0,6095469.0,7518801.0,7067708.0,1951601.0,375843.0,98056.0,25115.0,62120.0,06-06037-20190910
County,2019-09-11,6.0,CA,6037.0,Los Angeles County,1795893.0,8278737.0,50288583.0,13300794.0,13251732.0,6171054.0,7722230.0,7332238.0,1971970.0,376560.0,93205.0,21363.0,47437.0,06-06037-20190911
County,2019-09-12,6.0,CA,6037.0,Los Angeles County,1813493.0,8261137.0,49290613.0,12815091.0,12799368.0,6256996.0,7739877.0,7178310.0,1933580.0,373701.0,102054.0,27274.0,64362.0,06-06037-20190912
County,2019-09-13,6.0,CA,6037.0,Los Angeles County,1787151.0,8287479.0,51236535.0,13428546.0,13437375.0,6339755.0,7930802.0,7403638.0,2050281.0,437430.0,130651.0,29199.0,48858.0,06-06037-20190913
County,2019-09-14,6.0,CA,6037.0,Los Angeles County,1895547.0,8179083.0,50965649.0,13614575.0,13402469.0,6240390.0,7689546.0,7191013.0,2098236.0,510360.0,146013.0,28279.0,44768.0,06-06037-20190914
County,2019-09-15,6.0,CA,6037.0,Los Angeles County,1980637.0,8093993.0,48022782.0,12750651.0,12967017.0,5848326.0,7099918.0,6578256.0,1981488.0,523822.0,171258.0,35263.0,66783.0,06-06037-20190915
County,2019-09-16,6.0,CA,6037.0,Los Angeles County,1891531.0,8183099.0,49087522.0,13183625.0,12750899.0,6033344.0,7542981.0,7073879.0,1921070.0,381011.0,105509.0,28083.0,67121.0,06-06037-20190916
County,2019-09-17,6.0,CA,6037.0,Los Angeles County,1888044.0,8186586.0,51175377.0,14088980.0,13197850.0,6261296.0,7805564.0,7337963.0,1956202.0,358227.0,89566.0,23683.0,56046.0,06-06037-20190917
County,2019-09-18,6.0,CA,6037.0,Los Angeles County,1823526.0,8251104.0,50989013.0,13927345.0,13221893.0,6293947.0,7717379.0,7350873.0,1956153.0,359922.0,96607.0,21803.0,43091.0,06-06037-20190918
County,2019-09-19,6.0,CA,6037.0,Los Angeles County,1851237.0,8223393.0,50333763.0,13470804.0,12926935.0,6433548.0,7775736.0,7267915.0,1904960.0,365428.0,102493.0,23719.0,62225.0,06-06037-20190919
County,2019-09-20,6.0,CA,6037.0,Los Angeles County,1888475.0,8186155.0,53357477.0,14538827.0,13837881.0,6586167.0,8156266.0,7558916.0,2052224.0,419617.0,128204.0,27531.0,51844.0,06-06037-20190920
County,2019-09-21,6.0,CA,6037.0,Los Angeles County,1982237.0,8092393.0,52373452.0,14353870.0,13552699.0,6411310.0,7804200.0,7410371.0,2108542.0,505860.0,152651.0,26211.0,47738.0,06-06037-20190921
County,2019-09-22,6.0,CA,6037.0,Los Angeles County,2014912.0,8059718.0,46613156.0,12468679.0,12604413.0,5827032.0,6773532.0,6316704.0,1878541.0,487347.0,162390.0,31364.0,63154.0,06-06037-20190922
County,2019-09-23,6.0,CA,6037.0,Los Angeles County,1972341.0,8102289.0,48145136.0,13224142.0,12442999.0,6020202.0,7190819.0,6864677.0,1861236.0,366385.0,95068.0,24296.0,55312.0,06-06037-20190923
County,2019-09-24,6.0,CA,6037.0,Los Angeles County,1941891.0,8132739.0,48468485.0,13392667.0,12474772.0,5965371.0,7384363.0,6994828.0,1773635.0,331410.0,78178.0,22513.0,50748.0,06-06037-20190924
County,2019-09-25,6.0,CA,6037.0,Los Angeles County,1948304.0,8126326.0,49616381.0,13834661.0,12952173.0,6078777.0,7509896.0,6982723.0,1800161.0,315968.0,83676.0,19123.0,39223.0,06-06037-20190925
County,2019-09-26,6.0,CA,6037.0,Los Angeles County,1952763.0,8121867.0,47590143.0,12921021.0,12194456.0,5846292.0,7339097.0,7002740.0,1796729.0,327306.0,90105.0,22325.0,50072.0,06-06037-20190926
County,2019-09-27,6.0,CA,6037.0,Los Angeles County,1996171.0,8078459.0,51752230.0,14218809.0,13206015.0,6482692.0,7942086.0,7374658.0,1941387.0,401576.0,120312.0,25699.0,38996.0,06-06037-20190927
County,2019-09-28,6.0,CA,6037.0,Los Angeles County,2068478.0,8006152.0,49295707.0,13504817.0,12840446.0,6068834.0,7475870.0,6880758.0,1875355.0,449870.0,137613.0,24345.0,37799.0,06-06037-20190928
County,2019-09-29,6.0,CA,6037.0,Los Angeles County,2002032.0,8072598.0,45496663.0,12640381.0,12052907.0,5636832.0,6726987.0,6058521.0,1708603.0,455402.0,151173.0,24340.0,41517.0,06-06037-20190929
County,2019-09-30,6.0,CA,6037.0,Los Angeles County,2022870.0,8051760.0,44657621.0,12625020.0,11177790.0,5387060.0,6714116.0,6485651.0,1765689.0,344899.0,96786.0,21722.0,38888.0,06-06037-20190930
County,2019-10-01,6.0,CA,6037.0,Los Angeles County,1808311.0,8266319.0,48497222.0,14023831.0,12205935.0,5749216.0,7190516.0,7011874.0,1870866.0,326546.0,70598.0,16864.0,30976.0,06-06037-20191001
County,2019-10-02,6.0,CA,6037.0,Los Angeles County,1866705.0,8207925.0,47579671.0,13441871.0,12657481.0,5731756.0,7011175.0,6604811.0,1703860.0,314281.0,71772.0,16191.0,26473.0,06-06037-20191002
County,2019-10-03,6.0,CA,6037.0,Los Angeles County,1938642.0,8135988.0,50060694.0,13461660.0,13893589.0,6210086.0,7505005.0,6833399.0,1737725.0,303735.0,75592.0,14401.0,25502.0,06-06037-20191003
County,2019-10-04,6.0,CA,6037.0,Los Angeles County,1973360.0,8101270.0,54507586.0,14779760.0,15326534.0,6782091.0,7920995.0,7362802.0,1847803.0,361281.0,91825.0,13334.0,21161.0,06-06037-20191004
County,2019-10-05,6.0,CA,6037.0,Los Angeles County,2027468.0,8047162.0,54089382.0,14528114.0,16044708.0,6582837.0,7545539.0,7001659.0,1845497.0,411461.0,100021.0,11487.0,18059.0,06-06037-20191005
County,2019-10-06,6.0,CA,6037.0,Los Angeles County,2066548.0,8008082.0,47654096.0,12916318.0,13625531.0,5750624.0,6774419.0,6282193.0,1693193.0,435567.0,128617.0,21049.0,26585.0,06-06037-20191006
County,2019-10-07,6.0,CA,6037.0,Los Angeles County,1940249.0,8134381.0,48575552.0,13473328.0,13099319.0,5719683.0,7071421.0,7041614.0,1777488.0,299458.0,62897.0,12837.0,17507.0,06-06037-20191007
County,2019-10-08,6.0,CA,6037.0,Los Angeles County,1927031.0,8147599.0,45528869.0,12578718.0,11309822.0,5578701.0,7303046.0,6709548.0,1654717.0,284200.0,67296.0,17190.0,25631.0,06-06037-20191008
County,2019-10-09,6.0,CA,6037.0,Los Angeles County,1931962.0,8142668.0,43458184.0,12017611.0,10527582.0,5321349.0,7106401.0,6523669.0,1543545.0,278977.0,85265.0,20361.0,33424.0,06-06037-20191009
County,2019-10-10,6.0,CA,6037.0,Los Angeles County,1689371.0,8385259.0,46689088.0,13040944.0,11721258.0,5738627.0,7249413.0,6831168.0,1707295.0,297070.0,62675.0,15347.0,25291.0,06-06037-20191010
County,2019-10-11,6.0,CA,6037.0,Los Angeles County,1739181.0,8335449.0,50104846.0,14396813.0,12708998.0,6161399.0,7717281.0,6957642.0,1706055.0,329577.0,83312.0,18987.0,24782.0,06-06037-20191011
County,2019-10-12,6.0,CA,6037.0,Los Angeles County,1849833.0,8224797.0,48818633.0,13880380.0,12475325.0,6057582.0,7399226.0,6698587.0,1757623.0,410329.0,100706.0,17282.0,21593.0,06-06037-20191012
County,2019-10-13,6.0,CA,6037.0,Los Angeles County,1808630.0,8266000.0,40909947.0,11299173.0,10477184.0,4959990.0,6383153.0,5714760.0,1518681.0,376687.0,127857.0,22503.0,29959.0,06-06037-20191013
County,2019-10-14,6.0,CA,6037.0,Los Angeles County,1706301.0,8368329.0,49756514.0,14682346.0,12360265.0,5893354.0,7556858.0,6837468.0,1807119.0,384160.0,118507.0,33588.0,82849.0,06-06037-20191014
County,2019-10-15,6.0,CA,6037.0,Los Angeles County,1879951.0,8194679.0,43384893.0,11990963.0,10602213.0,5266531.0,7162789.0,6477856.0,1503158.0,266757.0,74135.0,15722.0,24769.0,06-06037-20191015
County,2019-10-16,6.0,CA,6037.0,Los Angeles County,1883277.0,8191353.0,43172418.0,12058981.0,10616771.0,5316883.0,7005125.0,6307642.0,1486985.0,264888.0,74193.0,16144.0,24806.0,06-06037-20191016
County,2019-10-17,6.0,CA,6037.0,Los Angeles County,1870658.0,8203972.0,41984235.0,11412674.0,10288470.0,5149039.0,6927226.0,6300048.0,1526172.0,265757.0,74017.0,17845.0,22987.0,06-06037-20191017
County,2019-10-18,6.0,CA,6037.0,Los Angeles County,1825544.0,8249086.0,44125976.0,12015923.0,10934783.0,5479002.0,7247547.0,6395460.0,1586624.0,306265.0,114159.0,22765.0,23448.0,06-06037-20191018
County,2019-10-19,6.0,CA,6037.0,Los Angeles County,1918508.0,8156122.0,43310685.0,11748668.0,10874903.0,5327164.0,6971746.0,6207677.0,1625756.0,385139.0,128730.0,19975.0,20927.0,06-06037-20191019
County,2019-10-20,6.0,CA,6037.0,Los Angeles County,2001859.0,8072771.0,38794426.0,10621274.0,9793960.0,4762511.0,6209841.0,5389063.0,1435665.0,373888.0,151190.0,26924.0,30110.0,06-06037-20191020
County,2019-10-21,6.0,CA,6037.0,Los Angeles County,1914593.0,8160037.0,39929104.0,10824955.0,9771421.0,4883885.0,6523237.0,6044648.0,1468074.0,284149.0,82446.0,19881.0,26408.0,06-06037-20191021
County,2019-10-22,6.0,CA,6037.0,Los Angeles County,1886824.0,8187806.0,40975486.0,11053928.0,10056295.0,5017004.0,6747260.0,6205275.0,1501299.0,273594.0,78441.0,17165.0,25225.0,06-06037-20191022
County,2019-10-23,6.0,CA,6037.0,Los Angeles County,1857312.0,8217318.0,40631805.0,11050455.0,10160185.0,5015552.0,6646299.0,5952071.0,1409099.0,264645.0,84071.0,20359.0,29069.0,06-06037-20191023
County,2019-10-24,6.0,CA,6037.0,Los Angeles County,1795920.0,8278710.0,41284020.0,11191687.0,10362628.0,5000582.0,6795775.0,6103174.0,1436627.0,269435.0,81429.0,18404.0,24279.0,06-06037-20191024
County,2019-10-25,6.0,CA,6037.0,Los Angeles County,1779217.0,8295413.0,42511387.0,11620558.0,10724734.0,5206432.0,6877797.0,6192936.0,1443598.0,294077.0,106344.0,22990.0,21921.0,06-06037-20191025
County,2019-10-26,6.0,CA,6037.0,Los Angeles County,1939441.0,8135189.0,42147069.0,11606086.0,10564071.0,5078467.0,6734008.0,6038672.0,1554725.0,389293.0,137200.0,21091.0,23456.0,06-06037-20191026
County,2019-10-27,6.0,CA,6037.0,Los Angeles County,2041485.0,8033145.0,39443353.0,10931159.0,9863245.0,4726906.0,6233128.0,5562997.0,1493938.0,400638.0,171700.0,31290.0,28352.0,06-06037-20191027
County,2019-10-28,6.0,CA,6037.0,Los Angeles County,1849803.0,8224827.0,40772506.0,11230105.0,10135352.0,4985752.0,6655812.0,5958942.0,1438069.0,257922.0,73089.0,17082.0,20381.0,06-06037-20191028
County,2019-10-29,6.0,CA,6037.0,Los Angeles County,1842679.0,8231951.0,41077953.0,11270599.0,10257749.0,5051873.0,6683899.0,6031143.0,1446261.0,239725.0,66494.0,12283.0,17927.0,06-06037-20191029
County,2019-10-30,6.0,CA,6037.0,Los Angeles County,2223662.0,7850968.0,41674608.0,11873916.0,10960707.0,5165874.0,6579108.0,5565575.0,1208938.0,218958.0,64167.0,14706.0,22659.0,06-06037-20191030
County,2019-10-31,6.0,CA,6037.0,Los Angeles County,1795431.0,8279199.0,43642174.0,12218331.0,10898407.0,5285963.0,7073185.0,6300315.0,1483285.0,268339.0,75487.0,17150.0,21712.0,06-06037-20191031
County,2019-11-01,6.0,CA,6037.0,Los Angeles County,1724274.0,8350356.0,43797050.0,11959506.0,10972537.0,5362910.0,7105446.0,6360889.0,1562968.0,314158.0,114646.0,21797.0,22193.0,06-06037-20191101
County,2019-11-02,6.0,CA,6037.0,Los Angeles County,1929994.0,8144636.0,43670172.0,12061222.0,11026674.0,5233669.0,6977770.0,6212508.0,1600208.0,385236.0,131523.0,20958.0,20404.0,06-06037-20191102
County,2019-11-03,6.0,CA,6037.0,Los Angeles County,2059350.0,8015280.0,40664641.0,11430824.0,10290781.0,4838462.0,6311479.0,5634137.0,1531081.0,395510.0,178341.0,27767.0,26259.0,06-06037-20191103
County,2019-11-04,6.0,CA,6037.0,Los Angeles County,1847547.0,8227083.0,42540454.0,11879579.0,10643970.0,5092529.0,6778457.0,6203220.0,1529895.0,274147.0,93404.0,20619.0,24634.0,06-06037-20191104
County,2019-11-05,6.0,CA,6037.0,Los Angeles County,1865826.0,8208804.0,41759556.0,11479220.0,10313184.0,5043737.0,6853991.0,6184307.0,1499306.0,268725.0,75504.0,17126.0,24456.0,06-06037-20191105
County,2019-11-06,6.0,CA,6037.0,Los Angeles County,1841448.0,8233182.0,41350208.0,11249455.0,10139697.0,5051117.0,6779068.0,6246786.0,1506377.0,259811.0,75067.0,17596.0,25234.0,06-06037-20191106
County,2019-11-07,6.0,CA,6037.0,Los Angeles County,1802313.0,8272317.0,41887871.0,11401003.0,10241060.0,5065577.0,6914557.0,6365090.0,1512806.0,266514.0,76104.0,19654.0,25506.0,06-06037-20191107
County,2019-11-08,6.0,CA,6037.0,Los Angeles County,1792392.0,8282238.0,44130061.0,12039098.0,10991548.0,5455810.0,7122777.0,6436164.0,1591537.0,323783.0,121915.0,21910.0,25519.0,06-06037-20191108
County,2019-11-09,6.0,CA,6037.0,Los Angeles County,1952875.0,8121755.0,42784898.0,11651377.0,10529391.0,5230861.0,6886997.0,6191329.0,1678837.0,423130.0,148883.0,21562.0,22531.0,06-06037-20191109
County,2019-11-10,6.0,CA,6037.0,Los Angeles County,1978946.0,8095684.0,41020980.0,11551626.0,10143360.0,4926535.0,6461020.0,5775347.0,1540154.0,401982.0,163801.0,26656.0,30499.0,06-06037-20191110
County,2019-11-11,6.0,CA,6037.0,Los Angeles County,1957711.0,8116919.0,39438023.0,10828412.0,9545848.0,4736185.0,6438458.0,5890345.0,1514930.0,313916.0,115342.0,26009.0,28578.0,06-06037-20191111
County,2019-11-12,6.0,CA,6037.0,Los Angeles County,1815506.0,8259124.0,42365314.0,11552425.0,10419810.0,5198666.0,6967055.0,6272346.0,1557880.0,279261.0,76546.0,17133.0,24192.0,06-06037-20191112
County,2019-11-13,6.0,CA,6037.0,Los Angeles County,1798526.0,8276104.0,42821556.0,11816258.0,10593073.0,5237885.0,7023556.0,6241945.0,1530993.0,261523.0,74825.0,17290.0,24208.0,06-06037-20191113
County,2019-11-14,6.0,CA,6037.0,Los Angeles County,1800298.0,8274332.0,41769744.0,11297635.0,10284676.0,5039933.0,6879428.0,6332651.0,1536992.0,270120.0,85598.0,18539.0,24172.0,06-06037-20191114
County,2019-11-15,6.0,CA,6037.0,Los Angeles County,1823469.0,8251161.0,43408189.0,12055358.0,10647856.0,5252351.0,7042250.0,6401781.0,1556150.0,306000.0,102431.0,21073.0,22939.0,06-06037-20191115
County,2019-11-16,6.0,CA,6037.0,Los Angeles County,2013343.0,8061287.0,43968720.0,12113570.0,10988321.0,5348862.0,7020232.0,6334874.0,1620622.0,386885.0,115167.0,19172.0,21015.0,06-06037-20191116
County,2019-11-17,6.0,CA,6037.0,Los Angeles County,2022636.0,8051994.0,38974357.0,10759622.0,9672529.0,4658690.0,6162787.0,5581162.0,1517806.0,408040.0,155626.0,29918.0,28177.0,06-06037-20191117
County,2019-11-18,6.0,CA,6037.0,Los Angeles County,1793262.0,8281368.0,41544453.0,11406041.0,10193020.0,5042986.0,6754266.0,6235275.0,1523505.0,270001.0,76520.0,18408.0,24431.0,06-06037-20191118
County,2019-11-19,6.0,CA,6037.0,Los Angeles County,1918890.0,8155740.0,42237161.0,11563919.0,10252688.0,5141169.0,6917892.0,6418420.0,1582552.0,250345.0,71390.0,16443.0,22343.0,06-06037-20191119
County,2019-11-20,6.0,CA,6037.0,Los Angeles County,1858195.0,8216435.0,40521267.0,10883310.0,10016261.0,4965722.0,6611620.0,6197919.0,1477905.0,255988.0,72628.0,16349.0,23565.0,06-06037-20191120
County,2019-11-21,6.0,CA,6037.0,Los Angeles County,1807393.0,8267237.0,40420213.0,10926443.0,9885123.0,4929882.0,6646056.0,6114234.0,1527172.0,272653.0,76106.0,17972.0,24572.0,06-06037-20191121
County,2019-11-22,6.0,CA,6037.0,Los Angeles County,1762281.0,8312349.0,42508744.0,11495871.0,10486875.0,5215072.0,6993339.0,6302475.0,1553499.0,309608.0,103309.0,22479.0,26217.0,06-06037-20191122
County,2019-11-23,6.0,CA,6037.0,Los Angeles County,1982657.0,8091973.0,43387145.0,11977095.0,10836910.0,5295273.0,6970555.0,6143929.0,1612811.0,376187.0,128935.0,21679.0,23771.0,06-06037-20191123
County,2019-11-24,6.0,CA,6037.0,Los Angeles County,2034392.0,8040238.0,39366660.0,10890684.0,9815821.0,4795695.0,6289833.0,5478792.0,1472819.0,399092.0,162848.0,30833.0,30243.0,06-06037-20191124
County,2019-11-25,6.0,CA,6037.0,Los Angeles County,1833549.0,8241081.0,40674884.0,11073631.0,9862474.0,4978703.0,6640913.0,6110997.0,1568950.0,286032.0,103062.0,21942.0,28180.0,06-06037-20191125
County,2019-11-26,6.0,CA,6037.0,Los Angeles County,1827634.0,8246996.0,41840012.0,11315230.0,10158854.0,5163501.0,6805645.0,6331351.0,1597765.0,308016.0,109200.0,25052.0,25398.0,06-06037-20191126
County,2019-11-27,6.0,CA,6037.0,Los Angeles County,1884917.0,8189713.0,41308325.0,11113137.0,10279855.0,5064455.0,6721110.0,6074903.0,1510268.0,330758.0,149886.0,34430.0,29523.0,06-06037-20191127
County,2019-11-28,6.0,CA,6037.0,Los Angeles County,2168267.0,7906363.0,32669900.0,8655856.0,7896938.0,3590392.0,5053221.0,5095630.0,1643456.0,503951.0,172524.0,30063.0,27869.0,06-06037-20191128
County,2019-11-29,6.0,CA,6037.0,Los Angeles County,1947161.0,8127469.0,40792856.0,11240359.0,9842763.0,5056602.0,6636424.0,5840619.0,1518561.0,430154.0,171109.0,30533.0,25732.0,06-06037-20191129
County,2019-11-30,6.0,CA,6037.0,Los Angeles County,2015119.0,8059511.0,40570462.0,11192072.0,9898494.0,4893722.0,6509408.0,5803618.0,1584191.0,442623.0,185154.0,33945.0,27235.0,06-06037-20191130
County,2019-12-01,6.0,CA,6037.0,Los Angeles County,2155239.0,7919391.0,38135376.0,10482110.0,9481169.0,4559595.0,5938834.0,5433576.0,1487676.0,448845.0,221859.0,46339.0,35373.0,06-06037-20191201
County,2019-12-02,6.0,CA,6037.0,Los Angeles County,1876785.0,8197845.0,42247888.0,11777858.0,10384897.0,5095525.0,6835868.0,6239402.0,1491376.0,280897.0,89485.0,23824.0,28756.0,06-06037-20191202
County,2019-12-03,6.0,CA,6037.0,Los Angeles County,1862425.0,8212205.0,42723460.0,11923045.0,10419913.0,5227486.0,6913407.0,6296526.0,1539074.0,280048.0,78025.0,18378.0,27558.0,06-06037-20191203
County,2019-12-04,6.0,CA,6037.0,Los Angeles County,1958716.0,8115914.0,40103620.0,11032479.0,9774347.0,4839327.0,6549753.0,6066836.0,1471209.0,254864.0,67990.0,18826.0,27989.0,06-06037-20191204
County,2019-12-05,6.0,CA,6037.0,Los Angeles County,1874431.0,8200199.0,40532572.0,10898784.0,9911566.0,4901309.0,6684236.0,6147363.0,1591161.0,275829.0,72124.0,18571.0,31629.0,06-06037-20191205
County,2019-12-06,6.0,CA,6037.0,Los Angeles County,1840089.0,8234541.0,42865090.0,11383654.0,10738030.0,5322921.0,7078862.0,6346663.0,1564528.0,288845.0,93284.0,22117.0,26186.0,06-06037-20191206
County,2019-12-07,6.0,CA,6037.0,Los Angeles County,2096590.0,7978040.0,40455044.0,10650702.0,10096372.0,5008165.0,6693682.0,5957784.0,1551702.0,348419.0,108732.0,16777.0,22709.0,06-06037-20191207
County,2019-12-08,6.0,CA,6037.0,Los Angeles County,2100927.0,7973703.0,38956698.0,10418068.0,9863831.0,4761955.0,6260391.0,5622912.0,1481431.0,357100.0,132501.0,25581.0,32928.0,06-06037-20191208
County,2019-12-09,6.0,CA,6037.0,Los Angeles County,2014436.0,8060194.0,41033213.0,11176770.0,10072226.0,5080919.0,6637914.0,6136331.0,1525980.0,274726.0,79342.0,17699.0,31306.0,06-06037-20191209
County,2019-12-10,6.0,CA,6037.0,Los Angeles County,1856925.0,8217705.0,41218572.0,10890376.0,10137738.0,5149010.0,6794372.0,6279150.0,1563757.0,283921.0,73345.0,18780.0,28123.0,06-06037-20191210
County,2019-12-11,6.0,CA,6037.0,Los Angeles County,1832806.0,8241824.0,41468860.0,10872179.0,10222716.0,5223246.0,6823806.0,6338581.0,1572617.0,293500.0,75472.0,19703.0,27040.0,06-06037-20191211
County,2019-12-12,6.0,CA,6037.0,Los Angeles County,1774190.0,8300440.0,41519444.0,10907958.0,10039358.0,5140745.0,6962977.0,6417994.0,1625240.0,294060.0,82611.0,21812.0,26689.0,06-06037-20191212
County,2019-12-13,6.0,CA,6037.0,Los Angeles County,1756693.0,8317937.0,42685800.0,11145145.0,10472598.0,5364823.0,7127264.0,6440222.0,1647495.0,315929.0,116805.0,25545.0,29974.0,06-06037-20191213
County,2019-12-14,6.0,CA,6037.0,Los Angeles County,1947007.0,8127623.0,41764254.0,10757581.0,10279725.0,5258061.0,6909529.0,6357354.0,1640059.0,392442.0,121754.0,22450.0,25299.0,06-06037-20191214
County,2019-12-15,6.0,CA,6037.0,Los Angeles County,2069407.0,8005223.0,38073476.0,9598451.0,9509380.0,4703983.0,6366284.0,5735188.0,1564161.0,382239.0,153148.0,30629.0,30013.0,06-06037-20191215
County,2019-12-16,6.0,CA,6037.0,Los Angeles County,1824355.0,8250275.0,41101433.0,10872303.0,10082862.0,5130807.0,6758116.0,6242409.0,1574373.0,289152.0,95351.0,24954.0,31106.0,06-06037-20191216
County,2019-12-17,6.0,CA,6037.0,Los Angeles County,1955253.0,8119377.0,41579797.0,10836746.0,10218014.0,5141582.0,6937049.0,6386244.0,1636086.0,283265.0,87289.0,21915.0,31607.0,06-06037-20191217
County,2019-12-18,6.0,CA,6037.0,Los Angeles County,1894269.0,8180361.0,42028595.0,10882520.0,10205156.0,5211466.0,7131611.0,6562026.0,1619882.0,288895.0,82005.0,19015.0,26019.0,06-06037-20191218
County,2019-12-19,6.0,CA,6037.0,Los Angeles County,1939625.0,8135005.0,42267480.0,11163853.0,10550949.0,5295552.0,6937144.0,6337029.0,1566070.0,280379.0,89540.0,19827.0,27137.0,06-06037-20191219
County,2019-12-20,6.0,CA,6037.0,Los Angeles County,1763643.0,8310987.0,43491537.0,11245006.0,10697392.0,5400390.0,7327285.0,6650731.0,1674355.0,326927.0,113000.0,26947.0,29504.0,06-06037-20191220
County,2019-12-21,6.0,CA,6037.0,Los Angeles County,1941517.0,8133113.0,41690771.0,10822790.0,10276642.0,5176890.0,6909984.0,6244820.0,1647755.0,402621.0,151350.0,30692.0,27227.0,06-06037-20191221
County,2019-12-22,6.0,CA,6037.0,Los Angeles County,1971456.0,8103174.0,39246846.0,10173813.0,9798730.0,4857836.0,6535259.0,5733375.0,1526217.0,384588.0,169532.0,35984.0,31512.0,06-06037-20191222
County,2019-12-23,6.0,CA,6037.0,Los Angeles County,1918383.0,8156247.0,41317489.0,10811039.0,10352543.0,5162587.0,6807778.0,6032564.0,1578457.0,354764.0,137197.0,36146.0,44414.0,06-06037-20191223
County,2019-12-24,6.0,CA,6037.0,Los Angeles County,1916245.0,8158385.0,39920239.0,10492510.0,9810895.0,4779984.0,6424929.0,6034428.0,1693425.0,453891.0,146765.0,36694.0,46718.0,06-06037-20191224
County,2019-12-25,6.0,CA,6037.0,Los Angeles County,2158774.0,7915856.0,31452636.0,8221592.0,7067073.0,3411845.0,4852142.0,5178426.0,1823282.0,610909.0,191383.0,42987.0,52997.0,06-06037-20191225
County,2019-12-26,6.0,CA,6037.0,Los Angeles County,2124636.0,7949994.0,35697155.0,8699083.0,8804732.0,4431344.0,5925292.0,5751774.0,1488847.0,368769.0,159554.0,31619.0,36141.0,06-06037-20191226
County,2019-12-27,6.0,CA,6037.0,Los Angeles County,2011843.0,8062787.0,38075844.0,9236921.0,9247208.0,4853400.0,6469573.0,6075817.0,1576016.0,379881.0,167120.0,35626.0,34282.0,06-06037-20191227
