Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID
County,2019-04-26,6.0,CA,6037.0,Los Angeles County,1939983.0,8134647.0,43718080.0,11330772.0,11357712.0,5326526.0,6880684.0,6409057.0,1799723.0,405132.0,142962.0,35864.0,29648.0,06-06037-20190426
County,2019-04-27,6.0,CA,6037.0,Los Angeles County,2024012.0,8050618.0,42947365.0,11351348.0,11329457.0,5253130.0,6537549.0,6033931.0,1771346.0,468260.0,146649.0,29701.0,25994.0,06-06037-20190427
County,2019-04-28,6.0,CA,6037.0,Los Angeles County,2093021.0,7981609.0,39263276.0,10499137.0,10529502.0,4874200.0,5808042.0,5211977.0,1626649.0,464233.0,181235.0,36768.0,31533.0,06-06037-20190428
County,2019-04-29,6.0,CA,6037.0,Los Angeles County,1977877.0,8096753.0,40617023.0,10859194.0,10501869.0,4871810.0,6086660.0,5914045.0,1753394.0,412294.0,143349.0,39068.0,35340.0,06-06037-20190429
County,2019-04-30,6.0,CA,6037.0,Los Angeles County,1934711.0,8139919.0,42341116.0,11330281.0,10945314.0,5130558.0,6369516.0,6202265.0,1769716.0,399751.0,125099.0,34841.0,33775.0,06-06037-20190430
County,2019-05-01,6.0,CA,6037.0,Los Angeles County,1950158.0,8124472.0,43349353.0,11483420.0,11314190.0,5282227.0,6658182.0,6299259.0,1784076.0,368193.0,104335.0,28891.0,26580.0,06-06037-20190501
County,2019-05-02,6.0,CA,6037.0,Los Angeles County,2049861.0,8024769.0,43830641.0,11635740.0,11290338.0,5293449.0,6821180.0,6425249.0,1802816.0,385038.0,120311.0,30334.0,26186.0,06-06037-20190502
County,2019-05-03,6.0,CA,6037.0,Los Angeles County,2037286.0,8037344.0,42402453.0,10931756.0,10760376.0,5268115.0,6814396.0,6276444.0,1711781.0,415819.0,158899.0,34229.0,30638.0,06-06037-20190503
County,2019-05-04,6.0,CA,6037.0,Los Angeles County,2140301.0,7934329.0,41824991.0,10846466.0,10751323.0,5083319.0,6528550.0,6073619.0,1787320.0,515556.0,180410.0,31535.0,26893.0,06-06037-20190504
County,2019-05-05,6.0,CA,6037.0,Los Angeles County,2167627.0,7907003.0,38180326.0,10106298.0,9798396.0,4586933.0,5947977.0,5292669.0,1653460.0,501678.0,219341.0,41591.0,31983.0,06-06037-20190505
County,2019-05-06,6.0,CA,6037.0,Los Angeles County,2045228.0,8029402.0,39231885.0,10158747.0,10104893.0,4796128.0,6305524.0,5811411.0,1535732.0,327164.0,111062.0,30400.0,50824.0,06-06037-20190506
County,2019-05-07,6.0,CA,6037.0,Los Angeles County,2031915.0,8042715.0,40462385.0,10641673.0,10480958.0,4922077.0,6458013.0,5940365.0,1517529.0,313383.0,97274.0,29484.0,61629.0,06-06037-20190507
County,2019-05-08,6.0,CA,6037.0,Los Angeles County,2027269.0,8047361.0,40055173.0,10351657.0,10322835.0,4882823.0,6463661.0,6010045.0,1532166.0,307339.0,95081.0,29102.0,60464.0,06-06037-20190508
County,2019-05-09,6.0,CA,6037.0,Los Angeles County,1998922.0,8075708.0,40582761.0,10584564.0,10464627.0,4913879.0,6480420.0,6054711.0,1559815.0,331932.0,104945.0,30089.0,57779.0,06-06037-20190509
County,2019-05-10,6.0,CA,6037.0,Los Angeles County,1920343.0,8154287.0,41262330.0,10355840.0,10642954.0,5180820.0,6780433.0,6154928.0,1574334.0,353769.0,126448.0,31376.0,61428.0,06-06037-20190510
County,2019-05-11,6.0,CA,6037.0,Los Angeles County,2025845.0,8048785.0,41267310.0,10749918.0,10731732.0,5128266.0,6565602.0,5817040.0,1615475.0,425518.0,140693.0,31525.0,61541.0,06-06037-20190511
County,2019-05-12,6.0,CA,6037.0,Los Angeles County,2104264.0,7970366.0,36855246.0,9476334.0,9553325.0,4451076.0,5818863.0,5287776.0,1550082.0,444416.0,161422.0,38274.0,73678.0,06-06037-20190512
County,2019-05-13,6.0,CA,6037.0,Los Angeles County,2057686.0,8016944.0,38289243.0,9930254.0,9817669.0,4677143.0,6107139.0,5682785.0,1514819.0,340595.0,113888.0,34886.0,70065.0,06-06037-20190513
County,2019-05-14,6.0,CA,6037.0,Los Angeles County,2011241.0,8063389.0,38905614.0,10125558.0,9849328.0,4731891.0,6315313.0,5826870.0,1533420.0,323482.0,100156.0,32620.0,66976.0,06-06037-20190514
County,2019-05-15,6.0,CA,6037.0,Los Angeles County,2024401.0,8050229.0,38728850.0,9960437.0,9828165.0,4729600.0,6301220.0,5808598.0,1549736.0,328619.0,112888.0,36104.0,73483.0,06-06037-20190515
County,2019-05-16,6.0,CA,6037.0,Los Angeles County,1989614.0,8085016.0,38966399.0,9933664.0,9918789.0,4804200.0,6367175.0,5862447.0,1528123.0,327815.0,115115.0,38364.0,70707.0,06-06037-20190516
County,2019-05-17,6.0,CA,6037.0,Los Angeles County,1961210.0,8113420.0,41139419.0,10607802.0,10443802.0,5035326.0,6634358.0,6139961.0,1651899.0,376218.0,140094.0,42906.0,67053.0,06-06037-20190517
County,2019-05-18,6.0,CA,6037.0,Los Angeles County,2037629.0,8037001.0,40700479.0,10570051.0,10253271.0,4928459.0,6425900.0,6082705.0,1719928.0,459616.0,160834.0,37678.0,62037.0,06-06037-20190518
County,2019-05-19,6.0,CA,6037.0,Los Angeles County,2165219.0,7909411.0,36381755.0,9386961.0,9432256.0,4406641.0,5751201.0,5175961.0,1504058.0,435278.0,178037.0,47290.0,64072.0,06-06037-20190519
County,2019-05-20,6.0,CA,6037.0,Los Angeles County,2048752.0,8025878.0,39520713.0,10290055.0,10113618.0,4785442.0,6348483.0,5841237.0,1590107.0,327590.0,116600.0,41344.0,66237.0,06-06037-20190520
County,2019-05-21,6.0,CA,6037.0,Los Angeles County,2062676.0,8011954.0,39611320.0,10238696.0,10094390.0,4771884.0,6499542.0,5924810.0,1557761.0,322210.0,99601.0,36709.0,65717.0,06-06037-20190521
County,2019-05-22,6.0,CA,6037.0,Los Angeles County,2008532.0,8066098.0,39272852.0,10042593.0,10001308.0,4829207.0,6442651.0,5861267.0,1563984.0,323832.0,104559.0,37318.0,66133.0,06-06037-20190522
County,2019-05-23,6.0,CA,6037.0,Los Angeles County,1985496.0,8089134.0,39193428.0,9952118.0,9879166.0,4764716.0,6498199.0,5964715.0,1565545.0,340143.0,120590.0,40911.0,67325.0,06-06037-20190523
County,2019-05-24,6.0,CA,6037.0,Los Angeles County,1963579.0,8111051.0,41532054.0,10598698.0,10559515.0,5110673.0,6801658.0,6164643.0,1614881.0,396757.0,170054.0,46600.0,68575.0,06-06037-20190524
County,2019-05-25,6.0,CA,6037.0,Los Angeles County,2048744.0,8025886.0,42015303.0,11166161.0,10553905.0,5051560.0,6655611.0,6009188.0,1742871.0,519176.0,202267.0,47778.0,66786.0,06-06037-20190525
County,2019-05-26,6.0,CA,6037.0,Los Angeles County,2137440.0,7937190.0,39133135.0,10172179.0,10201171.0,4759735.0,6138617.0,5496541.0,1559273.0,482576.0,209611.0,45512.0,67920.0,06-06037-20190526
County,2019-05-27,6.0,CA,6037.0,Los Angeles County,2159500.0,7915130.0,36481960.0,9589388.0,9587344.0,4285344.0,5586778.0,5171549.0,1460862.0,475895.0,216699.0,50076.0,58025.0,06-06037-20190527
County,2019-05-28,6.0,CA,6037.0,Los Angeles County,2027122.0,8047508.0,42185488.0,11039897.0,10794319.0,5072884.0,6809939.0,6255819.0,1652370.0,345421.0,121855.0,39235.0,53749.0,06-06037-20190528
County,2019-05-29,6.0,CA,6037.0,Los Angeles County,1921169.0,8153461.0,43091878.0,11222928.0,10854008.0,5218385.0,7068694.0,6519427.0,1672051.0,341363.0,106902.0,34142.0,53978.0,06-06037-20190529
County,2019-05-30,6.0,CA,6037.0,Los Angeles County,1936259.0,8138371.0,42925308.0,11203048.0,10825875.0,5167115.0,6977996.0,6492490.0,1697981.0,348973.0,113694.0,35657.0,62479.0,06-06037-20190530
County,2019-05-31,6.0,CA,6037.0,Los Angeles County,1898301.0,8176329.0,44956635.0,11704901.0,11358725.0,5444446.0,7399455.0,6678631.0,1737179.0,391582.0,153119.0,36898.0,51699.0,06-06037-20190531
County,2019-06-01,6.0,CA,6037.0,Los Angeles County,2060295.0,8014335.0,42826920.0,11308893.0,11018848.0,5136879.0,6737576.0,6156640.0,1739269.0,468647.0,168577.0,41954.0,49637.0,06-06037-20190601
County,2019-06-02,6.0,CA,6037.0,Los Angeles County,2111181.0,7963449.0,40247256.0,10653486.0,10347251.0,4838905.0,6387303.0,5677093.0,1595878.0,456680.0,187644.0,47274.0,55742.0,06-06037-20190602
County,2019-06-03,6.0,CA,6037.0,Los Angeles County,2012403.0,8062227.0,42957095.0,11479926.0,10950237.0,5203064.0,6864374.0,6239676.0,1645997.0,359910.0,129179.0,35476.0,49256.0,06-06037-20190603
County,2019-06-04,6.0,CA,6037.0,Los Angeles County,1980419.0,8094211.0,40972109.0,10762246.0,10310271.0,4945891.0,6617264.0,6166902.0,1639442.0,335143.0,103621.0,37199.0,54130.0,06-06037-20190604
County,2019-06-05,6.0,CA,6037.0,Los Angeles County,1974935.0,8099695.0,41482247.0,10750334.0,10499856.0,4989259.0,6754082.0,6265579.0,1665863.0,356817.0,105263.0,37494.0,57700.0,06-06037-20190605
County,2019-06-06,6.0,CA,6037.0,Los Angeles County,1925187.0,8149443.0,44144356.0,11654076.0,11091275.0,5322825.0,7212042.0,6560639.0,1714291.0,370706.0,114709.0,39143.0,64650.0,06-06037-20190606
County,2019-06-07,6.0,CA,6037.0,Los Angeles County,1951553.0,8123077.0,44721463.0,11833021.0,11242696.0,5401686.0,7269975.0,6565030.0,1753062.0,401846.0,147500.0,44504.0,62143.0,06-06037-20190607
County,2019-06-08,6.0,CA,6037.0,Los Angeles County,2011767.0,8062863.0,44334096.0,11932024.0,11053448.0,5287406.0,7094636.0,6399578.0,1827559.0,478817.0,158826.0,38824.0,62978.0,06-06037-20190608
County,2019-06-09,6.0,CA,6037.0,Los Angeles County,2139888.0,7934742.0,40850458.0,11042676.0,10308953.0,4840943.0,6337781.0,5829012.0,1723377.0,475719.0,176565.0,48580.0,66852.0,06-06037-20190609
County,2019-06-10,6.0,CA,6037.0,Los Angeles County,2029751.0,8044879.0,40826280.0,10496562.0,10308205.0,4986420.0,6564784.0,6167695.0,1694844.0,383875.0,119519.0,40486.0,63890.0,06-06037-20190610
County,2019-06-11,6.0,CA,6037.0,Los Angeles County,2031782.0,8042848.0,41707349.0,10806108.0,10383840.0,5085574.0,6791077.0,6388409.0,1693317.0,355312.0,106181.0,36814.0,60717.0,06-06037-20190611
County,2019-06-12,6.0,CA,6037.0,Los Angeles County,1979783.0,8094847.0,40744409.0,10413357.0,10099174.0,4961349.0,6667523.0,6350450.0,1673937.0,363042.0,120447.0,37991.0,57139.0,06-06037-20190612
County,2019-06-13,6.0,CA,6037.0,Los Angeles County,2008963.0,8065667.0,39056546.0,9798291.0,9620180.0,4714308.0,6517595.0,6151513.0,1657993.0,369644.0,130993.0,38748.0,57281.0,06-06037-20190613
County,2019-06-14,6.0,CA,6037.0,Los Angeles County,1974884.0,8099746.0,41708628.0,10557525.0,10189384.0,5075337.0,6889430.0,6568322.0,1736151.0,428865.0,167436.0,43343.0,52835.0,06-06037-20190614
County,2019-06-15,6.0,CA,6037.0,Los Angeles County,2026603.0,8048027.0,42482571.0,11019148.0,10581523.0,5158259.0,6737658.0,6383131.0,1846368.0,486771.0,184944.0,36039.0,48730.0,06-06037-20190615
County,2019-06-16,6.0,CA,6037.0,Los Angeles County,2129132.0,7945498.0,36793093.0,9392453.0,9169673.0,4407014.0,5857166.0,5524703.0,1645798.0,494278.0,205385.0,42259.0,54364.0,06-06037-20190616
County,2019-06-17,6.0,CA,6037.0,Los Angeles County,2049397.0,8025233.0,37625139.0,9539711.0,9279410.0,4482442.0,6149245.0,5923642.0,1635267.0,366953.0,148840.0,41662.0,57967.0,06-06037-20190617
County,2019-06-18,6.0,CA,6037.0,Los Angeles County,2010168.0,8064462.0,38989079.0,9767898.0,9685838.0,4726865.0,6472118.0,6122579.0,1649029.0,341491.0,131155.0,35278.0,56828.0,06-06037-20190618
County,2019-06-19,6.0,CA,6037.0,Los Angeles County,2034427.0,8040203.0,39408356.0,9976299.0,9838620.0,4792179.0,6497032.0,6115679.0,1653400.0,331751.0,122749.0,32287.0,48360.0,06-06037-20190619
County,2019-06-20,6.0,CA,6037.0,Los Angeles County,1999995.0,8074635.0,40505664.0,10245302.0,10054262.0,4966299.0,6692439.0,6278831.0,1710857.0,345776.0,127529.0,34589.0,49780.0,06-06037-20190620
County,2019-06-21,6.0,CA,6037.0,Los Angeles County,2023400.0,8051230.0,40103622.0,10057966.0,9979744.0,4897190.0,6632205.0,6213216.0,1687812.0,384285.0,168414.0,37484.0,45306.0,06-06037-20190621
County,2019-06-22,6.0,CA,6037.0,Los Angeles County,2095324.0,7979306.0,42035990.0,10907822.0,10537775.0,5067289.0,6757665.0,6235652.0,1798589.0,467454.0,180618.0,34476.0,48650.0,06-06037-20190622
County,2019-06-23,6.0,CA,6037.0,Los Angeles County,1962345.0,8112285.0,37337279.0,9573706.0,9257822.0,4445336.0,6035846.0,5625842.0,1626165.0,457152.0,195466.0,44808.0,75136.0,06-06037-20190623
County,2019-06-24,6.0,CA,6037.0,Los Angeles County,1846797.0,8227833.0,40153132.0,10367873.0,9818920.0,4813233.0,6574634.0,6298624.0,1662818.0,373037.0,138735.0,37413.0,67845.0,06-06037-20190624
County,2019-06-25,6.0,CA,6037.0,Los Angeles County,1885189.0,8189441.0,44448484.0,11283474.0,11103958.0,5458435.0,7313731.0,6864159.0,1829494.0,378027.0,120022.0,33302.0,63882.0,06-06037-20190625
County,2019-06-26,6.0,CA,6037.0,Los Angeles County,1902451.0,8172179.0,43925569.0,11198356.0,10899724.0,5335183.0,7203555.0,6851408.0,1836422.0,383522.0,122740.0,34098.0,60561.0,06-06037-20190626
County,2019-06-27,6.0,CA,6037.0,Los Angeles County,1870108.0,8204522.0,42910930.0,10763855.0,10602147.0,5178419.0,7079438.0,6840017.0,1842093.0,384497.0,129776.0,32875.0,57813.0,06-06037-20190627
County,2019-06-28,6.0,CA,6037.0,Los Angeles County,1818071.0,8256559.0,45510749.0,11704529.0,11236500.0,5544731.0,7382514.0,7083462.0,1874316.0,425615.0,164194.0,37556.0,57332.0,06-06037-20190628
County,2019-06-29,6.0,CA,6037.0,Los Angeles County,1900955.0,8173675.0,46282433.0,12324442.0,11663760.0,5503377.0,7255068.0,6769491.0,1988999.0,510281.0,173569.0,35485.0,57961.0,06-06037-20190629
County,2019-06-30,6.0,CA,6037.0,Los Angeles County,1966760.0,8107870.0,42045764.0,10983728.0,10779279.0,5028711.0,6637009.0,6060953.0,1748245.0,501416.0,189670.0,43835.0,72918.0,06-06037-20190630
County,2019-07-01,6.0,CA,6037.0,Los Angeles County,1853742.0,8220888.0,43582227.0,11274665.0,11021662.0,5204815.0,7031729.0,6680853.0,1767276.0,375701.0,126829.0,34487.0,64210.0,06-06037-20190701
County,2019-07-02,6.0,CA,6037.0,Los Angeles County,1861562.0,8213068.0,43045944.0,10767684.0,10792335.0,5258212.0,7070377.0,6808505.0,1774056.0,355640.0,119923.0,34462.0,64750.0,06-06037-20190702
County,2019-07-03,6.0,CA,6037.0,Los Angeles County,1810154.0,8264476.0,43683682.0,11022080.0,11012327.0,5340525.0,7085010.0,6804857.0,1814457.0,371894.0,135197.0,39191.0,58144.0,06-06037-20190703
County,2019-07-04,6.0,CA,6037.0,Los Angeles County,1985976.0,8088654.0,37498895.0,9527548.0,9464492.0,4365449.0,5760924.0,5761776.0,1785043.0,526156.0,199020.0,49382.0,59105.0,06-06037-20190704
County,2019-07-05,6.0,CA,6037.0,Los Angeles County,1848218.0,8226412.0,46839391.0,12060016.0,11800741.0,5556640.0,7448410.0,7256634.0,1988171.0,453800.0,180986.0,41414.0,52579.0,06-06037-20190705
County,2019-07-06,6.0,CA,6037.0,Los Angeles County,1862565.0,8212065.0,48979690.0,13244037.0,12534743.0,5783862.0,7532050.0,7056739.0,2024433.0,516722.0,193835.0,39757.0,53512.0,06-06037-20190706
County,2019-07-07,6.0,CA,6037.0,Los Angeles County,1926356.0,8148274.0,43415245.0,10934209.0,11648154.0,5250435.0,6824623.0,6151325.0,1772393.0,517391.0,202917.0,49293.0,64505.0,06-06037-20190707
County,2019-07-08,6.0,CA,6037.0,Los Angeles County,1805335.0,8269295.0,46144201.0,11721884.0,11962386.0,5619310.0,7434094.0,6965403.0,1816591.0,391151.0,132915.0,37809.0,62658.0,06-06037-20190708
County,2019-07-09,6.0,CA,6037.0,Los Angeles County,1837748.0,8236882.0,46530091.0,12000831.0,11937013.0,5661913.0,7552982.0,6960009.0,1841327.0,355886.0,121727.0,38261.0,60142.0,06-06037-20190709
County,2019-07-10,6.0,CA,6037.0,Los Angeles County,1786016.0,8288614.0,46112144.0,11501995.0,11890376.0,5641498.0,7554081.0,7091020.0,1859419.0,358656.0,119183.0,35226.0,60690.0,06-06037-20190710
County,2019-07-11,6.0,CA,6037.0,Los Angeles County,1809894.0,8264736.0,47307344.0,11853296.0,12231101.0,5765785.0,7744707.0,7246545.0,1884867.0,357687.0,127634.0,32495.0,63227.0,06-06037-20190711
County,2019-07-12,6.0,CA,6037.0,Los Angeles County,1733525.0,8341105.0,49501994.0,12518538.0,12759043.0,6133321.0,8066505.0,7422116.0,1932742.0,413455.0,162157.0,34712.0,59405.0,06-06037-20190712
County,2019-07-13,6.0,CA,6037.0,Los Angeles County,1820103.0,8254527.0,49406380.0,12604385.0,12985583.0,5968646.0,7852664.0,7163411.0,2035411.0,525265.0,183860.0,31136.0,56019.0,06-06037-20190713
County,2019-07-14,6.0,CA,6037.0,Los Angeles County,1919265.0,8155365.0,44686563.0,11149454.0,11822906.0,5456948.0,7111351.0,6463786.0,1856181.0,508085.0,207820.0,40804.0,69228.0,06-06037-20190714
County,2019-07-15,6.0,CA,6037.0,Los Angeles County,1763006.0,8311624.0,46081906.0,11514362.0,11893070.0,5725064.0,7540224.0,6931937.0,1857365.0,376646.0,138728.0,34996.0,69514.0,06-06037-20190715
County,2019-07-16,6.0,CA,6037.0,Los Angeles County,1757405.0,8317225.0,46828685.0,11675841.0,12161700.0,5793825.0,7753296.0,7071014.0,1829480.0,341618.0,110677.0,28756.0,62478.0,06-06037-20190716
County,2019-07-17,6.0,CA,6037.0,Los Angeles County,1765387.0,8309243.0,48720592.0,12188564.0,12780894.0,5959098.0,7978161.0,7315368.0,1927242.0,377251.0,108332.0,29981.0,55701.0,06-06037-20190717
County,2019-07-18,6.0,CA,6037.0,Los Angeles County,1774230.0,8300400.0,47847881.0,11797914.0,12290053.0,6022546.0,8045273.0,7228588.0,1860481.0,380394.0,115166.0,34041.0,73425.0,06-06037-20190718
County,2019-07-19,6.0,CA,6037.0,Los Angeles County,1754436.0,8320194.0,50121910.0,12391164.0,12971565.0,6301953.0,8268313.0,7590739.0,1945062.0,413197.0,147164.0,36992.0,55761.0,06-06037-20190719
County,2019-07-20,6.0,CA,6037.0,Los Angeles County,1795330.0,8279300.0,50197809.0,12607332.0,12970875.0,6139731.0,8084643.0,7476375.0,2117534.0,539906.0,176378.0,31583.0,53452.0,06-06037-20190720
County,2019-07-21,6.0,CA,6037.0,Los Angeles County,1896472.0,8178158.0,43900284.0,10656279.0,11497305.0,5488318.0,7020137.0,6559098.0,1865743.0,500305.0,200115.0,40555.0,72429.0,06-06037-20190721
County,2019-07-22,6.0,CA,6037.0,Los Angeles County,1831539.0,8243091.0,45705370.0,11353403.0,11722964.0,5710363.0,7542367.0,6963541.0,1796464.0,373091.0,136832.0,34938.0,71407.0,06-06037-20190722
County,2019-07-23,6.0,CA,6037.0,Los Angeles County,1853736.0,8220894.0,45720937.0,11235204.0,11783724.0,5771234.0,7593039.0,6961602.0,1824459.0,351251.0,109506.0,30633.0,60285.0,06-06037-20190723
County,2019-07-24,6.0,CA,6037.0,Los Angeles County,1859473.0,8215157.0,47370707.0,11671940.0,12291015.0,5921859.0,7758195.0,7325412.0,1855620.0,359280.0,109850.0,29909.0,47627.0,06-06037-20190724
County,2019-07-25,6.0,CA,6037.0,Los Angeles County,1836501.0,8238129.0,45189162.0,10864942.0,11590183.0,5811431.0,7663337.0,6903180.0,1780101.0,355355.0,124768.0,35036.0,60829.0,06-06037-20190725
County,2019-07-26,6.0,CA,6037.0,Los Angeles County,1802865.0,8271765.0,47333693.0,11477005.0,12239354.0,5952180.0,7939783.0,7206461.0,1861941.0,403198.0,163668.0,37612.0,52491.0,06-06037-20190726
County,2019-07-27,6.0,CA,6037.0,Los Angeles County,1871489.0,8203141.0,47514550.0,11788667.0,12451087.0,5907149.0,7624452.0,7024341.0,1958597.0,505695.0,174368.0,34146.0,46048.0,06-06037-20190727
County,2019-07-28,6.0,CA,6037.0,Los Angeles County,1968898.0,8105732.0,43089599.0,10577132.0,11509363.0,5341188.0,6785530.0,6242401.0,1832844.0,498633.0,206816.0,42827.0,52865.0,06-06037-20190728
County,2019-07-29,6.0,CA,6037.0,Los Angeles County,1845865.0,8228765.0,44535119.0,10940724.0,11766034.0,5577310.0,7188095.0,6721114.0,1746074.0,373640.0,124054.0,34983.0,63091.0,06-06037-20190729
County,2019-07-30,6.0,CA,6037.0,Los Angeles County,1871441.0,8203189.0,45186916.0,11038758.0,12002352.0,5724260.0,7408192.0,6703855.0,1761893.0,350952.0,107045.0,31406.0,58203.0,06-06037-20190730
County,2019-07-31,6.0,CA,6037.0,Los Angeles County,1848871.0,8225759.0,45461305.0,11142029.0,11950829.0,5815477.0,7366924.0,6833647.0,1793915.0,352449.0,109694.0,32669.0,63672.0,06-06037-20190731
County,2019-08-01,6.0,CA,6037.0,Los Angeles County,1787226.0,8287404.0,45631431.0,10993667.0,12008486.0,5914211.0,7530264.0,6804199.0,1800008.0,359644.0,126745.0,32826.0,61381.0,06-06037-20190801
County,2019-08-02,6.0,CA,6037.0,Los Angeles County,1773797.0,8300833.0,47469686.0,11596864.0,12571972.0,6045239.0,7720032.0,7025588.0,1848378.0,410251.0,157816.0,38564.0,54982.0,06-06037-20190802
County,2019-08-03,6.0,CA,6037.0,Los Angeles County,1877382.0,8197248.0,47985697.0,12022750.0,12759342.0,6049282.0,7573526.0,6817503.0,1987238.0,509246.0,172309.0,34973.0,59528.0,06-06037-20190803
County,2019-08-04,6.0,CA,6037.0,Los Angeles County,1945327.0,8129303.0,42303977.0,10208747.0,11394424.0,5484480.0,6648628.0,5982549.0,1763347.0,504640.0,193267.0,43862.0,80033.0,06-06037-20190804
County,2019-08-05,6.0,CA,6037.0,Los Angeles County,1847164.0,8227466.0,43868466.0,10811284.0,11523241.0,5635948.0,7031220.0,6512161.0,1720426.0,383032.0,139351.0,35826.0,75977.0,06-06037-20190805
County,2019-08-06,6.0,CA,6037.0,Los Angeles County,1905527.0,8169103.0,44491899.0,11037509.0,11630337.0,5552642.0,7224365.0,6663386.0,1783723.0,360261.0,135208.0,32900.0,71568.0,06-06037-20190806
County,2019-08-07,6.0,CA,6037.0,Los Angeles County,1896664.0,8177966.0,48288806.0,12317115.0,12752187.0,5942025.0,7778313.0,7151788.0,1828998.0,348498.0,104629.0,23795.0,41458.0,06-06037-20190807
County,2019-08-08,6.0,CA,6037.0,Los Angeles County,1808655.0,8265975.0,43060118.0,9810974.0,11807916.0,5955890.0,6887326.0,6315011.0,1680248.0,352194.0,114173.0,34732.0,101654.0,06-06037-20190808
County,2019-08-09,6.0,CA,6037.0,Los Angeles County,1601092.0,8473538.0,48566439.0,11658042.0,14609901.0,6505534.0,6637840.0,6600204.0,1934602.0,415598.0,119375.0,28155.0,57188.0,06-06037-20190809
County,2019-08-10,6.0,CA,6037.0,Los Angeles County,1694606.0,8380024.0,49424626.0,12166633.0,15011839.0,6687447.0,6561600.0,6324177.0,1974796.0,481034.0,131112.0,28629.0,57359.0,06-06037-20190810
County,2019-08-11,6.0,CA,6037.0,Los Angeles County,1837776.0,8236854.0,44765300.0,10515789.0,14301411.0,6240755.0,5640603.0,5538735.0,1788986.0,485255.0,146256.0,35167.0,72343.0,06-06037-20190811
County,2019-08-12,6.0,CA,6037.0,Los Angeles County,1789363.0,8285267.0,46918904.0,11151376.0,14563890.0,6433273.0,6220716.0,6180663.0,1801144.0,375001.0,92558.0,29259.0,71024.0,06-06037-20190812
County,2019-08-13,6.0,CA,6037.0,Los Angeles County,1808273.0,8266357.0,47137904.0,11202030.0,14491866.0,6308717.0,6519519.0,6298835.0,1793047.0,353648.0,79615.0,27280.0,63347.0,06-06037-20190813
County,2019-08-14,6.0,CA,6037.0,Los Angeles County,1784252.0,8290378.0,48767680.0,11615185.0,15131050.0,6500792.0,6613355.0,6496151.0,1897304.0,362394.0,73910.0,25006.0,52533.0,06-06037-20190814
County,2019-08-15,6.0,CA,6037.0,Los Angeles County,1865000.0,8209630.0,46925530.0,11249999.0,13794432.0,6387852.0,6753145.0,6330467.0,1857483.0,368246.0,84478.0,27840.0,71588.0,06-06037-20190815
County,2019-08-16,6.0,CA,6037.0,Los Angeles County,1622094.0,8452536.0,50285001.0,12438048.0,14950669.0,6712822.0,6915259.0,6631732.0,2014510.0,434903.0,102926.0,29562.0,54570.0,06-06037-20190816
County,2019-08-17,6.0,CA,6037.0,Los Angeles County,1738874.0,8335756.0,50221312.0,12989763.0,14802821.0,6597400.0,6752344.0,6323340.0,2059991.0,502579.0,116662.0,29222.0,47190.0,06-06037-20190817
County,2019-08-18,6.0,CA,6037.0,Los Angeles County,1800104.0,8274526.0,46481992.0,11620876.0,14255677.0,6289064.0,6153505.0,5533853.0,1853720.0,512710.0,151781.0,37030.0,73776.0,06-06037-20190818
County,2019-08-19,6.0,CA,6037.0,Los Angeles County,1721005.0,8353625.0,47900858.0,11875282.0,14166732.0,6630536.0,6542954.0,6134309.0,1938166.0,407713.0,98384.0,30908.0,75874.0,06-06037-20190819
County,2019-08-20,6.0,CA,6037.0,Los Angeles County,1741964.0,8332666.0,49655337.0,12438426.0,14821361.0,6767558.0,6711539.0,6425518.0,1941897.0,372703.0,79656.0,29018.0,67661.0,06-06037-20190820
County,2019-08-21,6.0,CA,6037.0,Los Angeles County,1790605.0,8284025.0,51794772.0,13248250.0,15339750.0,6929974.0,7014289.0,6704131.0,2020324.0,374643.0,83729.0,24774.0,54908.0,06-06037-20190821
County,2019-08-22,6.0,CA,6037.0,Los Angeles County,1749980.0,8324650.0,49443386.0,12043994.0,14338613.0,6968123.0,7065713.0,6488103.0,1954506.0,384347.0,93228.0,31618.0,75141.0,06-06037-20190822
County,2019-08-23,6.0,CA,6037.0,Los Angeles County,1746317.0,8328313.0,52648241.0,12975206.0,15548844.0,7175390.0,7451755.0,6806188.0,2067338.0,428714.0,112743.0,28914.0,53149.0,06-06037-20190823
County,2019-08-24,6.0,CA,6037.0,Los Angeles County,1803768.0,8270862.0,52246164.0,12915941.0,15828394.0,7007733.0,7174261.0,6502045.0,2114436.0,496706.0,122671.0,28741.0,55236.0,06-06037-20190824
County,2019-08-25,6.0,CA,6037.0,Los Angeles County,1809882.0,8264748.0,45323187.0,10545583.0,14094662.0,6540327.0,6151897.0,5438045.0,1806666.0,491260.0,145611.0,37130.0,72006.0,06-06037-20190825
County,2019-08-26,6.0,CA,6037.0,Los Angeles County,1738950.0,8335680.0,47489448.0,11330028.0,14392504.0,6681988.0,6662660.0,6060053.0,1805233.0,368783.0,85926.0,29375.0,72898.0,06-06037-20190826
